,Time, RPM, Gear, Throttle, Brake, Steering,Orientation1,Orientation2,Orientation3,Velocity1,Velocity2,Velocity3,Position1,Position2,Position3,Headway_Distance1,Headway_Distance2,Headway_Distance3,Preceding_Vel1,Preceding_Vel2,Preceding_Vel3,labels
10,2.0,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-5.98,-0.049,-0.485,0.000,0.000,0.000,1
11,2.2,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-5.957,-0.106,-0.513,-0.196,-0.880,-0.060,1
12,2.4,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-5.903,0.052,-0.498,-0.184,0.005,0.094,1
13,2.6,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-5.88,-0.015,-0.489,-0.147,0.121,-0.021,1
14,2.8,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-5.85,0.003,-0.486,-0.136,-0.076,-0.017,1
15,3.0,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-5.825,0.0,-0.483,-0.124,0.033,-0.018,1
16,3.2,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-5.897,0.004,-0.489,0.725,-0.013,0.084,1
17,3.4,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-6.083,0.001,-0.51,1.096,0.003,0.158,1
18,3.6,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-6.338,0.002,-0.526,1.411,0.000,0.057,1
19,3.8,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-6.651,0.002,-0.554,1.695,-0.004,0.038,1
20,4.0,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-7.016,0.002,-0.574,1.898,-0.010,0.358,1
21,4.2,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-7.432,0.002,-0.627,2.243,0.003,0.166,1
22,4.4,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-7.918,0.001,-0.663,2.582,0.002,0.221,1
23,4.6,0.0,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-8.472,0.001,-0.71,2.929,-0.001,0.248,1
24,4.8,402.851,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.0,0.0,0.0,1190.092,-0.049,252.037,-9.095,0.002,-0.751,3.266,0.001,0.247,1
25,5.0,649.299,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.004,0.0,0.0,1190.092,-0.049,252.037,-9.779,0.002,-0.806,3.539,-0.007,0.425,1
26,5.2,1096.015,3.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.029,0.0,0.002,1190.095,-0.049,252.037,-10.523,0.001,-0.871,3.890,0.008,0.326,1
27,5.4,1096.0710000000001,3.0,0.0,0.0,-0.016,0.997,0.001,0.081,0.101,0.0,0.008,1190.109,-0.049,252.038,-11.325,0.001,-0.939,4.239,-0.003,0.359,1
28,5.6,1099.963,0.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.101,0.0,0.009,1190.13,-0.049,252.04,-12.191,0.001,-1.013,4.588,0.001,0.389,1
29,5.8,1099.112,1.0,0.0,0.0,-0.016,0.997,0.0,0.081,0.118,0.0,0.01,1190.151,-0.049,252.042,-13.125,0.001,-1.092,4.937,0.000,0.418,1
30,6.0,1107.372,1.0,0.152,0.0,-0.016,0.997,0.0,0.081,0.148,0.0,0.012,1190.178,-0.049,252.044,-14.147,0.003,-1.178,5.569,0.000,0.472,1
31,6.2,1674.7220000000002,1.0,0.971,0.0,-0.016,0.997,0.001,0.081,0.244,0.0,0.02,1190.214,-0.049,252.047,-15.323,0.004,-1.271,6.493,0.001,0.498,1
32,6.4,2147.813,1.0,1.0,0.0,-0.016,0.997,0.006,0.081,0.979,0.0,0.082,1190.336,-0.052,252.057,-16.614,0.001,-1.371,7.529,0.000,0.587,2
33,6.6,2246.348,1.0,1.0,0.0,-0.016,0.997,0.007,0.081,1.964,0.0,0.165,1190.639,-0.052,252.082,-17.935,0.001,-1.472,8.615,-0.001,0.671,2
34,6.8,2356.541,1.0,1.0,0.0,-0.016,0.997,0.007,0.083,2.97,0.0,0.253,1191.142,-0.052,252.125,-19.276,0.001,-1.574,9.714,0.000,0.757,2
35,7.0,2467.542,1.0,0.8909999999999999,0.0,-0.016,0.996,0.007,0.084,3.995,0.0,0.343,1191.849,-0.053,252.184,-20.634,0.001,-1.674,10.815,-0.001,0.842,2
36,7.2,2210.07,1.0,0.135,0.0,-0.016,0.996,0.001,0.085,4.433,0.0,0.385,1192.715,-0.05,252.259,-22.052,0.004,-1.778,11.915,-0.001,0.928,1
37,7.4,2380.575,1.0,0.595,0.0,-0.016,0.996,0.0,0.085,4.505,0.0,0.393,1193.603,-0.049,252.336,-23.617,0.001,-1.892,12.319,0.000,0.960,1
38,7.6,2490.081,1.0,0.763,0.0,-0.016,0.996,0.005,0.085,5.105,0.0,0.443,1194.567,-0.052,252.42,-25.193,0.002,-2.006,13.173,-0.001,1.026,2
39,7.8,3039.292,1.0,1.0,0.0,-0.016,0.996,0.005,0.086,5.847,0.0,0.511,1195.667,-0.052,252.515,-26.847,0.002,-2.125,14.218,-0.001,1.107,2
40,8.0,3731.2009999999996,1.0,1.0,0.0,-0.016,0.996,0.007,0.087,6.748,0.0,0.597,1196.932,-0.052,252.626,-28.51,0.0,-2.243,14.994,0.000,1.168,2
41,8.2,4306.853,1.0,1.0,0.0,-0.012,0.996,0.007,0.089,7.795,0.0,0.698,1198.396,-0.053,252.755,-30.126,0.0,-2.353,15.728,-0.001,1.225,2
42,8.4,4865.255,0.0,1.0,0.0,-0.012,0.996,0.007,0.09,8.882,-0.001,0.804,1200.074,-0.053,252.906,-31.674,0.0,-2.454,16.457,-0.001,1.281,2
43,8.599999,4217.532,3.0,1.0,0.0,-0.012,0.996,-0.001,0.09,9.01,0.0,0.824,1201.866,-0.049,253.069,-33.254,0.004,-2.553,17.184,-0.001,1.338,1
44,8.8,3252.583,3.0,1.0,0.0,-0.012,0.996,0.006,0.091,9.712,-0.001,0.895,1203.754,-0.052,253.242,-34.882,0.001,-2.654,17.911,-0.001,1.395,2
45,9.0,2336.453,3.0,1.0,0.0,-0.012,0.996,0.004,0.092,10.384,0.0,0.967,1205.777,-0.052,253.429,-36.522,0.002,-2.752,18.636,-0.001,1.451,2
46,9.2,2377.236,3.0,1.0,0.0,-0.012,0.996,0.001,0.092,10.675,0.0,0.996,1207.89,-0.05,253.626,-38.215,0.003,-2.852,19.361,-0.001,1.507,1
47,9.4,2422.627,3.0,1.0,0.0,-0.012,0.996,0.003,0.092,11.093,0.0,1.035,1210.072,-0.051,253.829,-39.985,0.002,-2.956,20.084,-0.001,1.564,1
48,9.599999,2465.696,3.0,1.0,0.0,-0.012,0.996,0.002,0.092,11.454,0.0,1.069,1212.329,-0.051,254.04,-41.824,0.003,-3.064,20.806,-0.001,1.620,1
49,9.8,2531.962,3.0,1.0,0.0,-0.012,0.996,0.003,0.092,11.877,0.0,1.108,1214.667,-0.051,254.258,-43.727,0.003,-3.176,21.528,-0.001,1.676,1
50,10.0,2610.149,3.0,1.0,0.0,-0.012,0.996,0.003,0.092,12.24,0.0,1.144,1217.079,-0.051,254.483,-45.651,0.001,-3.321,21.712,0.009,1.932,1
51,10.2,2701.792,3.0,1.0,0.0,-0.012,0.996,0.003,0.092,12.673,0.0,1.184,1219.575,-0.051,254.716,-47.536,0.002,-3.477,22.214,-0.003,1.968,1
52,10.4,2768.3940000000002,3.0,1.0,0.0,-0.012,0.996,0.003,0.093,12.983,0.0,1.216,1222.134,-0.051,254.955,-49.492,0.003,-3.638,22.816,0.000,2.021,1
53,10.6,2855.035,3.0,1.0,0.0,-0.012,0.996,0.003,0.093,13.363,0.0,1.251,1224.777,-0.051,255.203,-51.468,0.002,-3.8,23.333,0.000,2.067,1
54,10.8,2946.558,3.0,1.0,0.0,-0.012,0.996,0.003,0.093,13.817,0.0,1.295,1227.5,-0.051,255.458,-53.469,0.002,-3.963,23.850,-0.001,2.113,1
55,11.0,3033.724,3.0,1.0,0.0,-0.012,0.996,0.003,0.093,14.209,0.0,1.333,1230.308,-0.051,255.721,-55.487,0.003,-4.127,24.365,-0.001,2.158,1
56,11.2,3129.73,3.0,1.0,0.0,-0.012,0.996,0.004,0.093,14.676,0.0,1.378,1233.201,-0.052,255.993,-57.524,0.002,-4.292,24.879,-0.001,2.204,2
57,11.4,3217.353,3.0,1.0,0.0,-0.012,0.996,0.003,0.093,15.079,0.0,1.418,1236.18,-0.051,256.273,-59.577,0.003,-4.458,25.392,-0.001,2.249,1
58,11.6,3317.8779999999997,3.0,1.0,0.0,-0.012,0.996,0.004,0.093,15.557,0.0,1.463,1239.249,-0.052,256.561,-61.643,0.002,-4.625,25.904,-0.001,2.295,2
59,11.8,3407.1059999999998,3.0,1.0,0.0,-0.012,0.996,0.003,0.093,15.97,0.0,1.505,1242.402,-0.052,256.858,-63.727,0.003,-4.792,26.415,-0.001,2.340,1
60,12.0,3510.559,3.0,1.0,0.0,-0.012,0.996,0.004,0.093,16.46,0.0,1.55,1245.651,-0.052,257.164,-65.818,0.002,-4.959,26.925,-0.001,2.385,2
61,12.2,3616.265,3.0,1.0,0.0,-0.012,0.996,0.004,0.093,16.955,0.0,1.597,1248.997,-0.052,257.479,-67.912,0.003,-5.126,27.433,-0.001,2.430,2
62,12.4,3723.065,3.0,1.0,0.0,-0.012,0.996,0.004,0.093,17.455,0.0,1.644,1252.443,-0.052,257.804,-70.009,0.003,-5.292,27.940,-0.001,2.475,2
63,12.6,3830.8379999999997,3.0,1.0,0.0,-0.012,0.996,0.004,0.093,17.959,0.0,1.692,1255.989,-0.052,258.138,-72.095,0.002,-5.445,28.290,-0.022,2.121,2
64,12.8,3939.5490000000004,3.0,1.0,0.0,-0.012,0.996,0.004,0.093,18.468,0.0,1.739,1259.637,-0.052,258.481,-74.164,0.003,-5.511,28.815,0.015,1.976,2
65,13.0,4049.092,3.0,1.0,0.0,-0.008,0.996,0.004,0.093,18.981,-0.001,1.787,1263.387,-0.053,258.834,-76.232,0.002,-5.559,29.320,-0.005,2.024,2
66,13.2,4159.38,3.0,1.0,0.0,0.017,0.996,0.004,0.093,19.499,-0.001,1.812,1267.24,-0.053,259.195,-78.298,0.003,-5.606,29.822,0.000,2.058,2
67,13.4,4270.322,3.0,1.0,0.0,0.043,0.996,0.004,0.092,20.022,0.0,1.824,1271.197,-0.053,259.559,-80.346,0.002,-5.669,30.088,-0.022,2.469,2
68,13.6,4382.121,3.0,1.0,0.0,0.045,0.996,0.004,0.09,20.547,-0.001,1.829,1275.259,-0.053,259.925,-82.307,0.001,-5.821,30.060,0.018,2.669,2
69,13.8,4493.612,3.0,1.0,0.0,0.045,0.996,0.004,0.088,21.073,-0.001,1.83,1279.427,-0.053,260.292,-84.209,0.003,-5.991,30.565,-0.006,2.702,2
70,14.0,4604.898,3.0,1.0,0.0,0.045,0.996,0.004,0.086,21.598,-0.001,1.828,1283.699,-0.053,260.659,-86.091,0.002,-6.168,30.924,0.001,2.734,2
71,14.2,4715.963,3.0,1.0,0.0,0.045,0.997,0.004,0.083,22.122,-0.001,1.822,1288.076,-0.053,261.026,-87.935,0.002,-6.352,31.259,-0.001,2.764,2
72,14.4,4826.813,0.0,1.0,0.0,0.045,0.997,0.004,0.081,22.646,-0.001,1.812,1292.558,-0.054,261.39,-89.742,0.002,-6.543,31.592,-0.001,2.793,2
73,14.6,4937.4259999999995,5.0,1.0,0.0,0.045,0.997,0.004,0.079,23.168,-0.001,1.798,1297.145,-0.054,261.752,-91.51,0.002,-6.743,31.925,0.000,2.823,2
74,14.8,4142.366,5.0,1.0,0.0,0.040999999999999995,0.997,0.0,0.074,23.178,-0.001,1.694,1301.769,-0.052,262.103,-93.307,0.004,-6.96,32.257,-0.001,2.852,1
75,15.0,3161.0190000000002,5.0,1.0,0.0,0.016,0.997,0.004,0.072,23.551,0.001,1.674,1306.449,-0.053,262.44,-95.115,0.002,-7.197,32.587,-0.001,2.881,1
76,15.2,3084.073,5.0,1.0,0.0,-0.002,0.997,0.002,0.072,23.808,-0.001,1.714,1311.188,-0.053,262.778,-96.929,0.003,-7.437,32.917,-0.001,2.910,1
77,15.4,3110.513,5.0,1.0,0.0,-0.006,0.997,0.002,0.072,24.007,0.0,1.743,1315.972,-0.053,263.124,-98.766,0.003,-7.677,33.245,-0.001,2.939,1
78,15.6,3142.074,5.0,1.0,0.0,-0.004,0.997,0.002,0.072,24.251,0.0,1.76,1320.8,-0.053,263.475,-100.623,0.003,-7.917,33.573,-0.001,2.968,1
79,15.8,3168.408,5.0,1.0,0.0,-0.004,0.997,0.002,0.072,24.454,0.0,1.772,1325.67,-0.053,263.828,-102.503,0.003,-8.161,33.899,-0.001,2.997,1
80,16.0,3200.131,5.0,1.0,0.0,-0.002,0.997,0.002,0.072,24.7,0.0,1.786,1330.588,-0.053,264.184,-104.4,0.003,-8.408,34.225,-0.001,3.026,1
81,16.2,3221.242,5.0,1.0,0.0,-0.002,0.997,0.002,0.072,24.86,0.0,1.798,1335.539,-0.053,264.542,-106.33,0.004,-8.658,34.549,-0.001,3.055,1
82,16.4,3240.4990000000003,5.0,1.0,0.0,-0.002,0.997,0.002,0.072,25.064,0.0,1.813,1340.536,-0.053,264.903,-108.269,0.003,-8.902,34.667,-0.011,2.801,1
83,16.6,3279.58,5.0,1.0,0.0,-0.002,0.997,0.002,0.072,25.311,0.0,1.83,1345.577,-0.053,265.268,-110.201,0.004,-9.045,35.009,0.021,2.433,1
84,16.8,3305.547,5.0,1.0,0.0,-0.002,0.997,0.002,0.072,25.516,0.0,1.845,1350.663,-0.053,265.636,-112.148,0.003,-9.169,35.205,-0.006,2.466,1
85,17.0,3338.382,5.0,1.0,0.0,-0.002,0.997,0.003,0.072,25.765,0.0,1.863,1355.793,-0.053,266.007,-113.851,-0.007,-9.276,33.251,0.005,2.329,1
86,17.2,3364.908,5.0,1.0,0.0,-0.002,0.997,0.002,0.072,25.971,0.0,1.878,1360.969,-0.053,266.381,-115.084,-0.006,-9.352,31.080,0.002,2.202,1
87,17.4,3397.48,5.0,1.0,0.0,-0.002,0.997,0.003,0.072,26.221,0.0,1.896,1366.191,-0.053,266.759,-115.851,-0.006,-9.397,29.056,0.002,2.022,1
88,17.6,3429.9790000000003,5.0,1.0,0.0,-0.002,0.997,0.003,0.072,26.472,0.0,1.914,1371.463,-0.054,267.14,-116.173,-0.006,-9.406,27.136,-0.004,2.025,1
89,17.8,3462.664,5.0,0.981,0.0,-0.002,0.997,0.003,0.072,26.724,0.0,1.933,1376.785,-0.054,267.525,-116.055,-0.008,-9.41,25.065,0.002,1.999,1
90,18.0,3480.322,5.0,0.161,0.0,-0.002,0.997,0.001,0.072,26.818,0.0,1.94,1382.146,-0.053,267.913,-115.482,-0.008,-9.418,23.022,0.005,1.933,1
91,18.2,3457.798,5.0,0.0,0.0,-0.002,0.997,-0.001,0.072,26.634,0.0,1.926,1387.49,-0.052,268.299,-114.55,-0.006,-9.41,21.167,0.004,1.856,1
92,18.4,3432.41,5.0,0.0,0.0,-0.002,0.997,0.0,0.072,26.437,0.0,1.912,1392.795,-0.052,268.683,-113.26,-0.008,-9.387,19.159,0.000,1.796,1
93,18.6,3406.953,5.0,0.0,0.0,-0.002,0.997,0.0,0.072,26.242,0.0,1.898,1398.061,-0.052,269.064,-111.615,-0.007,-9.356,17.351,-0.003,1.744,1
94,18.8,3381.704,5.0,0.0,0.0,-0.002,0.997,0.0,0.072,26.047,0.0,1.884,1403.288,-0.052,269.442,-109.648,-0.008,-9.307,15.465,0.002,1.585,1
95,19.0,3356.5809999999997,5.0,0.0,0.0,-0.002,0.997,0.0,0.072,25.853,0.0,1.87,1408.476,-0.052,269.817,-107.338,-0.008,-9.228,13.518,0.001,1.405,1
96,19.2,3331.555,5.0,0.0,0.0,-0.002,0.997,0.0,0.072,25.661,0.0,1.856,1413.626,-0.052,270.189,-104.832,0.001,-9.135,13.417,-0.015,1.158,1
97,19.4,3250.435,5.0,0.0,0.0,-0.002,0.997,0.0,0.072,25.477,0.0,1.843,1418.737,-0.052,270.559,-102.47,0.0,-9.003,13.922,0.009,1.194,1
98,19.6,3281.8909999999996,5.0,0.0,0.0,-0.002,0.997,-0.001,0.072,25.278,0.0,1.828,1423.81,-0.052,270.926,-100.201,-0.001,-8.876,14.201,-0.004,1.217,1
99,19.8,3256.486,5.0,0.0,0.0,-0.002,0.997,0.0,0.072,25.088,0.0,1.814,1428.845,-0.052,271.29,-98.092,0.002,-8.763,14.954,0.001,1.282,1
100,20.0,2910.005,0.0,0.0,0.0,-0.002,0.997,0.0,0.072,24.948,0.0,1.804,1433.845,-0.052,271.652,-96.162,0.001,-8.665,15.682,-0.001,1.344,1
101,20.2,3448.865,3.0,0.0,0.0,-0.004,0.997,-0.002,0.072,24.591,0.0,1.78,1438.812,-0.051,272.011,-94.412,0.002,-8.581,16.410,-0.001,1.406,1
102,20.4,5103.794,3.0,0.0,0.0,-0.004,0.997,-0.004,0.073,23.895,0.001,1.744,1443.637,-0.05,272.362,-92.949,0.003,-8.519,17.138,-0.001,1.469,2
103,20.6,5041.405,3.0,0.0,0.0,-0.004,0.997,0.0,0.073,23.605,0.0,1.722,1448.386,-0.051,272.708,-91.708,0.002,-8.473,17.864,-0.001,1.531,1
104,20.8,4980.206,3.0,0.0,0.0,-0.013999999999999999,0.997,-0.002,0.073,23.316,0.0,1.707,1453.074,-0.051,273.05,-90.672,0.002,-8.443,18.589,-0.001,1.593,1
105,21.0,4925.518,3.0,0.136,0.0,-0.027000000000000003,0.997,-0.001,0.074,23.064,0.0,1.734,1457.708,-0.051,273.393,-89.836,0.002,-8.426,19.313,-0.001,1.655,1
106,21.2,4894.333,3.0,0.307,0.0,-0.027000000000000003,0.997,0.0,0.077,22.923,0.0,1.789,1462.303,-0.052,273.745,-89.183,0.002,-8.412,20.036,-0.001,1.717,1
107,21.4,4885.677,3.0,0.265,0.0,-0.027000000000000003,0.997,0.0,0.08,22.877,0.0,1.851,1466.884,-0.052,274.108,-88.689,0.002,-8.399,20.758,-0.001,1.779,1
108,21.6,4864.793,3.0,0.196,0.0,-0.027000000000000003,0.997,0.0,0.083,22.77,0.0,1.907,1471.448,-0.051,274.483,-88.335,0.001,-8.385,21.286,0.000,1.824,1
109,21.8,4845.97,3.0,0.47100000000000003,0.0,-0.025,0.996,0.0,0.086,22.696,0.0,1.962,1475.991,-0.052,274.869,-88.106,0.0,-8.369,21.549,0.000,1.847,1
110,22.0,4898.859,3.0,0.81,0.0,-0.025,0.996,0.003,0.087,22.95,0.0,2.025,1480.554,-0.053,275.268,-87.656,-0.01,-8.322,19.697,0.002,1.688,1
111,22.2,4994.776,3.0,1.0,0.0,-0.025,0.996,0.004,0.088,23.415,0.0,2.079,1485.193,-0.054,275.678,-86.879,0.0,-8.281,19.244,0.006,2.008,2
112,22.4,5104.419,3.0,1.0,0.0,-0.021,0.996,0.004,0.088,23.929,-0.001,2.128,1489.932,-0.054,276.099,-85.833,-0.01,-8.232,17.691,0.007,1.757,2
113,22.6,5214.483,3.0,1.0,0.0,-0.01,0.996,0.004,0.088,24.445,-0.001,2.161,1494.775,-0.054,276.529,-84.347,-0.008,-8.128,16.290,-0.013,1.341,2
114,22.8,5307.904,3.0,0.452,0.0,-0.006,0.996,0.003,0.087,24.856,0.0,2.183,1499.715,-0.054,276.964,-82.728,0.001,-7.921,16.779,0.006,1.289,1
115,23.0,5291.479,3.0,0.17600000000000002,0.0,-0.006,0.996,-0.001,0.087,24.758,0.0,2.174,1504.677,-0.051,277.4,-81.063,-0.006,-7.768,15.966,0.008,1.388,1
116,23.2,5256.847,3.0,0.16,0.0,-0.006,0.996,0.0,0.087,24.591,0.0,2.159,1509.611,-0.052,277.833,-79.281,0.001,-7.608,16.022,-0.003,1.390,1
117,23.4,5219.832,3.0,0.098,0.0,-0.006,0.996,0.0,0.087,24.414,0.0,2.144,1514.51,-0.052,278.263,-77.676,0.002,-7.464,16.800,0.000,1.457,1
118,23.6,5162.266,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,24.141,0.0,2.12,1519.365,-0.051,278.689,-76.26,0.002,-7.336,17.517,-0.001,1.519,1
119,23.8,5099.899,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.848,0.0,2.094,1524.161,-0.051,279.111,-75.047,0.002,-7.225,18.243,-0.001,1.582,1
120,24.0,5037.712,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.558,0.0,2.069,1528.898,-0.051,279.527,-74.038,0.002,-7.133,18.967,-0.001,1.645,1
121,24.2,4976.237,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.27,0.0,2.044,1533.578,-0.051,279.938,-73.231,0.003,-7.057,19.691,-0.001,1.708,1
122,24.4,4915.31,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,22.985,0.0,2.019,1538.201,-0.051,280.344,-72.626,0.003,-7.0,20.413,-0.001,1.770,1
123,24.6,4865.838,3.0,0.174,0.0,-0.006,0.996,-0.001,0.087,22.764,0.0,1.999,1542.771,-0.051,280.745,-72.217,0.003,-6.959,21.134,-0.001,1.833,1
124,24.8,4850.833,3.0,0.466,0.0,-0.006,0.996,0.001,0.087,22.713,0.0,1.994,1547.315,-0.052,281.144,-71.98,0.002,-6.934,21.854,-0.001,1.895,1
125,25.0,4888.096,3.0,0.6729999999999999,0.0,-0.006,0.996,0.002,0.087,22.897,0.0,2.01,1551.876,-0.053,281.544,-71.833,-0.001,-6.916,22.081,0.000,1.915,1
126,25.2,4950.712,3.0,0.843,0.0,-0.006,0.996,0.003,0.087,23.201,0.0,2.037,1556.486,-0.053,281.949,-71.69,0.001,-6.899,22.667,-0.001,1.966,1
127,25.4,5044.112,3.0,1.0,0.0,-0.006,0.996,0.004,0.087,23.648,-0.001,2.076,1561.174,-0.054,282.361,-71.6,0.0,-6.886,23.223,-0.001,2.014,1
128,25.6,5154.0509999999995,3.0,1.0,0.0,-0.006,0.996,0.004,0.087,24.164,-0.001,2.121,1565.96,-0.054,282.781,-71.515,0.0,-6.873,23.739,-0.001,2.059,2
129,25.8,5256.625,3.0,0.537,0.0,-0.006,0.996,0.004,0.087,24.614,-0.001,2.161,1570.847,-0.054,283.21,-71.433,0.0,-6.861,24.255,-0.001,2.103,1
130,26.0,5228.66,3.0,0.068,0.0,-0.006,0.996,-0.002,0.087,24.462,0.0,2.148,1575.757,-0.051,283.641,-71.43,0.003,-6.855,24.770,-0.001,2.148,1
131,26.2,5170.7970000000005,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,24.179,0.0,2.123,1580.62,-0.051,284.068,-71.565,0.003,-6.84,25.171,-0.018,1.786,1
132,26.4,5107.778,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.886,0.0,2.098,1585.423,-0.051,284.49,-71.856,0.003,-6.768,25.699,0.007,1.763,1
133,26.6,5045.686,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.595,0.0,2.072,1590.168,-0.051,284.907,-72.307,0.003,-6.708,26.212,-0.004,1.800,1
134,26.8,4984.096,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.307,0.0,2.047,1594.856,-0.051,285.318,-72.918,0.004,-6.661,26.722,0.001,1.835,1
135,27.0,4923.103,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.022,0.0,2.022,1599.486,-0.051,285.725,-73.669,0.004,-6.645,27.020,-0.019,2.269,1
136,27.2,4862.678,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,22.739,0.0,1.997,1604.059,-0.051,286.126,-74.558,0.004,-6.722,27.535,0.009,2.421,1
137,27.4,4875.735,3.0,1.0,0.0,-0.006,0.996,0.002,0.087,22.846,0.0,2.006,1608.604,-0.053,286.526,-75.576,0.002,-6.811,28.043,-0.004,2.461,1
138,27.6,4982.812,3.0,1.0,0.0,-0.006,0.996,0.005,0.087,23.365,-0.001,2.051,1613.231,-0.054,286.932,-76.613,0.001,-6.902,28.549,0.001,2.506,2
139,27.8,5094.02,3.0,0.971,0.0,-0.006,0.996,0.004,0.087,23.88,-0.001,2.096,1617.96,-0.054,287.347,-77.649,0.001,-6.993,29.053,-0.001,2.550,2
140,28.0,5168.038,3.0,0.247,0.0,-0.006,0.996,0.002,0.087,24.176,0.0,2.123,1622.777,-0.053,287.77,-78.697,0.002,-7.085,29.556,-0.001,2.594,1
141,28.2,5130.471,3.0,0.038,0.0,-0.006,0.996,-0.001,0.087,23.996,0.0,2.107,1627.594,-0.051,288.193,-79.847,0.004,-7.186,30.057,-0.001,2.638,1
142,28.4,5070.265,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.71,0.0,2.082,1632.362,-0.051,288.611,-81.144,0.004,-7.299,30.493,-0.001,2.676,1
143,28.6,5008.404,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.421,0.0,2.057,1637.072,-0.051,289.025,-82.525,0.003,-7.42,30.560,0.000,2.682,1
144,28.8,4947.191,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.134,0.0,2.032,1641.725,-0.051,289.434,-84.04,0.005,-7.553,31.022,-0.001,2.723,1
145,29.0,4886.538,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,22.851,0.0,2.007,1646.321,-0.051,289.837,-85.676,0.004,-7.687,31.242,-0.022,2.516,1
146,29.2,4828.319,3.0,0.327,0.0,-0.006,0.996,-0.001,0.087,22.596,0.0,1.984,1650.86,-0.051,290.236,-87.424,0.005,-7.779,31.583,0.007,2.469,1
147,29.4,4879.826,3.0,0.8109999999999999,0.0,-0.006,0.996,0.004,0.087,22.863,0.0,2.007,1655.405,-0.053,290.635,-89.233,0.002,-7.877,31.917,-0.003,2.497,1
148,29.6,4977.126,3.0,1.0,0.0,-0.006,0.996,0.004,0.087,23.335,-0.001,2.049,1660.026,-0.054,291.041,-91.031,0.002,-7.974,32.249,0.000,2.523,2
149,29.8,5087.294,3.0,0.976,0.0,-0.006,0.996,0.004,0.087,23.852,-0.001,2.094,1664.75,-0.054,291.455,-92.794,0.002,-8.067,32.580,-0.001,2.549,2
150,30.0,5142.588,3.0,0.222,0.0,-0.006,0.996,0.001,0.087,24.073,0.0,2.114,1669.554,-0.052,291.877,-94.542,0.003,-8.158,32.910,0.000,2.575,1
151,30.2,5111.670999999999,3.0,0.079,0.0,-0.006,0.996,-0.001,0.087,23.909,0.0,2.1,1674.351,-0.051,292.298,-96.363,0.005,-8.254,33.239,-0.001,2.601,1
152,30.4,5053.435,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.632,0.0,2.075,1679.103,-0.051,292.716,-98.295,0.005,-8.36,33.567,-0.001,2.626,1
153,30.6,4991.9259999999995,3.0,0.0,0.0,-0.006,0.996,-0.001,0.087,23.343,0.0,2.05,1683.798,-0.051,293.128,-100.35,0.005,-8.476,33.894,-0.001,2.652,1
