Time, Position, Orientation, Velocity, Headway_Distance, RPM, Gear, Throttle, Brake, Steering, Preceding_Vel
0,,,,,,,,,,
0.2,,,,,,,,,,
0.4,,,,,,,,,,
0.6,,,,,,,,,,
0.8,,,,,,,,,,
1,,,,,,,,,,
1.2,,,,,,,,,,
1.4,,,,,,,,,,
1.6,,,,,,,,,,
1.8,,,,,,,,,,
2,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.833 -0.049 -1.405),1100.000,4.000,0.000,0.000,0.006,(0.000 0.000 0.000)
2.2,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.806 -0.106 -1.429),1100.000,4.000,0.000,0.000,0.006,(-0.184 -0.880 -0.090)
2.4,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.753 0.052 -1.405),1100.000,4.000,0.000,0.000,0.006,(-0.241 0.005 0.054)
2.6,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.723 -0.015 -1.391),1100.000,4.000,0.000,0.000,0.006,(-0.180 0.121 -0.058)
2.8,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.687 0.003 -1.381),1100.000,4.000,0.000,0.000,0.006,(-0.168 -0.076 -0.048)
3,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.655 0.000 -1.372),1100.000,4.000,0.000,0.000,0.006,(-0.152 0.033 -0.047)
3.2,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.720 0.004 -1.387),1100.000,4.000,0.000,0.000,0.006,(0.676 -0.013 0.187)
3.4,(846.245 -0.049 302.747),(0.972 0.000 0.234),(0.000 0.000 0.000),(-5.895 0.001 -1.436),1100.000,4.000,0.000,0.000,0.006,(1.033 0.004 0.316)
3.6,(846.255 -0.049 302.749),(0.972 0.001 0.234),(0.084 0.000 0.020),(-6.130 0.001 -1.489),1093.700,4.000,0.000,0.000,0.006,(1.384 -0.003 0.197)
