Time, Position, Orientation, Velocity, Headway_Distance, RPM, Gear, Throttle, Brake, Steering, Preceding_Vel
0,,,,,,,,,,
0.2,,,,,,,,,,
0.4,,,,,,,,,,
0.6,,,,,,,,,,
0.8,,,,,,,,,,
1,,,,,,,,,,
1.2,,,,,,,,,,
1.4,,,,,,,,,,
1.6,,,,,,,,,,
1.8,,,,,,,,,,
2,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.980 -0.049 -0.485),0.000,0.000,0.000,0.000,0.004,(0.000 0.000 0.000)
2.2,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.957 -0.106 -0.513),0.000,0.000,0.000,0.000,0.004,(-0.196 -0.880 -0.060)
2.4,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.902 0.052 -0.498),0.000,0.000,0.000,0.000,0.004,(-0.191 0.005 0.096)
2.6,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.876 -0.015 -0.489),0.000,0.000,0.000,0.000,0.004,(-0.161 0.121 -0.024)
2.8,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.844 0.003 -0.485),0.000,0.000,0.000,0.000,0.004,(-0.149 -0.076 -0.019)
3,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.816 0.000 -0.482),0.000,0.000,0.000,0.000,0.004,(-0.136 0.033 -0.020)
3.2,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.790 0.000 -0.478),128.656,0.000,0.000,0.000,0.004,(-0.125 -0.012 -0.017)
3.4,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.766 0.000 -0.475),441.736,0.000,0.000,0.000,0.004,(-0.114 0.003 -0.016)
3.6,(1190.092 -0.049 252.037),(0.997 0.000 0.081),(0.000 0.000 0.000),(-5.744 0.000 -0.472),755.250,0.000,0.000,0.000,0.004,(-0.104 -0.001 -0.015)
